,comment,sentiment,text
91,菜品一如既往的好，排骨炖酸菜，我的最爱，服务也很好，上菜速度快。,1,菜品 一如既往 的 好 ， 排骨 炖 酸菜 ， 我 的 最 爱 ， 服务 也 很 好 ， 上菜 速度 快 。
92,周六中午去的，真的是很火爆啊～等了大概一个小时～等坐的时候有煮鸡蛋配上各种辅料，虽然看着一般，但是味道还是很惊喜的～梨球果仁虾～发甜口，一定要趁热吃呦～脆脆的很好吃～底下还有脆脆的梨～味道很不错～小煎猪肝，慢慢的一盘，味道真的超级棒，很嫩很入味～超级喜欢～记忆大懒龙，童年的肉龙，味道很正宗～驴打滚，很精致，分量刚刚好，味道很不错，不是特别甜，不会觉得腻～干酪鱼，奶酪味道很浓，微甜，又不会觉得腻，很喜欢～梨汤，很浓稠，甜度适中～总体来说，性价比很高的一家店，也比较新颖，很喜欢～,1,周六 中午 去 的 ， 真的 是 很 火爆 啊 ～ 等 了 大概 一个 小时 ～ 等 坐 的 时候 有 煮 鸡蛋 配 上 各种 辅料 ， 虽然 看着 一般 ， 但是 味道 还是 很 惊喜 的 ～ 梨球 果仁 虾 ～ 发甜口 ， 一定 要 趁热 吃 呦 ～ 脆脆 的 很 好吃 ～ 底下 还有 脆脆 的 梨 ～ 味道 很 不错 ～ 小 煎 猪肝 ， 慢慢 的 一盘 ， 味道 真的 超级 棒 ， 很嫩 很 入味 ～ 超级 喜欢 ～ 记忆 大懒龙 ， 童年 的 肉龙 ， 味道 很 正宗 ～ 驴打滚 ， 很 精致 ， 分量 刚刚 好 ， 味道 很 不错 ， 不是 特别 甜 ， 不会 觉得 腻 ～ 干酪 鱼 ， 奶酪 味道 很浓 ， 微甜 ， 又 不会 觉得 腻 ， 很 喜欢 ～ 梨 汤 ， 很浓 稠 ， 甜度 适中 ～ 总体 来说 ， 性价比 很 高 的 一家 店 ， 也 比较 新颖 ， 很 喜欢 ～
93,口味偏重、果汁实在是太甜了、兑水喝的、环境实在是太差了、嘈杂的不行、排队排了一个半小时、并没有享受到该有的环境、这饭吃的很一般不知道为什么这么多人来！,0,口味 偏重 、 果汁 实在 是 太 甜 了 、 兑水 喝 的 、 环境 实在 是 太差 了 、 嘈杂 的 不行 、 排队 排 了 一个半 小时 、 并 没有 享受 到 该 有 的 环境 、 这饭 吃 的 很 一般 不 知道 为什么 这么 多人来 ！
94,菜品真心不咋样。环境尚可，服务挺热情。,0,菜品 真心 不 咋样 。 环境 尚可 ， 服务 挺 热情 。
95,不错的小店  感觉很有特色  可能天津菜偏甜了  不过吃起来还是不错的,1,不错 的 小店     感觉 很 有 特色     可能 天津 菜 偏 甜 了     不过 吃 起来 还是 不错 的
96,去过北京吃过，在天津的口味和环境也和北京基本一样，很多人来喝梨汤，我喝完一次就不会再喝了，梨味淡，增稠剂太多。自己家熬过梨汤，什么味道比较一下就知道了。山药是酸的，泡久了，我们没跟服务员说，又不为了免单，但以后不会来了，专程告诉大家，食材不新鲜。,0,去过 北京 吃 过 ， 在 天津 的 口味 和 环境 也 和 北京 基本 一样 ， 很多 人来 喝梨汤 ， 我 喝完 一次 就 不会 再 喝 了 ， 梨味淡 ， 增稠剂 太 多 。 自己 家 熬过 梨 汤 ， 什么 味道 比较 一下 就 知道 了 。 山药 是 酸 的 ， 泡久 了 ， 我们 没 跟 服务员 说 ， 又 不 为了 免单 ， 但 以后 不会 来 了 ， 专程 告诉 大家 ， 食材 不 新鲜 。
97,环境很乱，音响噪音，不是吃西餐的氛围，到是迪厅酒吧的感觉。今天是周三，不忙日，但服务也不主动，叫了好几遍才来。再也不去了,0,环境 很 乱 ， 音响 噪音 ， 不是 吃 西餐 的 氛围 ， 到 是 迪厅 酒吧 的 感觉 。 今天 是 周三 ， 不忙 日 ， 但 服务 也 不 主动 ， 叫 了 好几遍 才 来 。 再也 不去 了
98,量太少了 味道也不好 好评都是刷的吧,0,量 太少 了   味道 也 不好   好评 都 是 刷 的 吧
99,我为之前的好评而惭愧。这是第三次来这家店，第一张图之所以发布了一张服务员的照片，是因为她好爽张扬的性格。排号A027 来过这的小伙伴都知道，水游城这边整个四层都是汉巴味德场地，等坐的人很多，都是随机找个座位排号，从门口装饰的轮舵走到大门口，虽然是平层，慢慢走来也差不多要个20-30步，服务员喊道27号的时候我们起身走过，到门口她就喊了28号，我拿着票号，看到她给的一脸无奈，并大声吼我们 说：“姐姐！我刚刚喊了2遍27号你怎么不来！”……我是顾客 我走路慢我错了然后进场了…已经没有曾经干净整洁的面貌了，空气特别不好，陈旧酸腐的味道。并且还要在里面耐心等待一段时间…又来了一个小姐姐，说了一句什么没听清，她往前走了五步左右 突然回头大吼，“27号你们还吃不吃啊！”……我又一次被雷倒了…对不起对不起，我耳朵不太好 实在没听清您刚说叫我们跟您走。哦对了…现在的价格，由曾经的每人68元上调至每人73元。自酿啤酒12元一扎，味道比较苦，每次能和一升啤酒的男朋友，喝到一半就放下了酒杯。至于服务的两颗星 就给那些 切肉串的小哥儿~他们倒是兢兢业业 给五颗也不亏。倒是要说说 门口领位的小朋友们，你们家老板欠你们钱吗。欠你们钱的话可以去和老板打架，集体罢工，知道你们很累，一站一整天，但你们别拿顾客的支持和仁慈 当成你们发泄的出口。唉…以后都不吃自助餐了。,0,我 为 之前 的 好评 而 惭愧 。 这是 第三次 来 这家 店 ， 第一张 图 之所以 发布 了 一张 服务员 的 照片 ， 是因为 她 好爽 张扬 的 性格 。 排号 A027   来 过 这 的 小伙伴 都 知道 ， 水游城 这边 整个 四层 都 是 汉巴味德 场地 ， 等 坐 的 人 很多 ， 都 是 随机 找个 座位 排号 ， 从 门口 装饰 的 轮 舵 走 到 大门口 ， 虽然 是 平层 ， 慢慢 走来 也 差不多 要个 20 - 30 步 ， 服务员 喊道 27 号 的 时候 我们 起身 走过 ， 到 门口 她 就 喊 了 28 号 ， 我 拿 着 票号 ， 看到 她 给 的 一脸 无奈 ， 并 大声 吼 我们   说 ： “ 姐姐 ！ 我 刚刚 喊 了 2 遍 27 号 你 怎么 不 来 ！ ” … … 我 是 顾客   我 走路 慢 我 错 了 然后 进场 了 … 已经 没有 曾经 干净 整洁 的 面貌 了 ， 空气 特别 不好 ， 陈旧 酸腐 的 味道 。 并且 还要 在 里面 耐心 等待 一段时间 … 又 来 了 一个 小姐姐 ， 说 了 一句 什么 没 听 清 ， 她 往前走 了 五步 左右   突然 回头 大吼 ， “ 27 号 你们 还 吃 不吃 啊 ！ ” … … 我 又 一次 被 雷倒 了 … 对不起 对不起 ， 我 耳朵 不太好   实在 没 听 清 您 刚 说 叫 我们 跟 您 走 。 哦 对 了 … 现在 的 价格 ， 由 曾经 的 每人 68 元 上调 至 每人 73 元 。 自酿 啤酒 12 元 一扎 ， 味道 比较 苦 ， 每次 能 和 一升 啤酒 的 男朋友 ， 喝 到 一半 就 放下 了 酒杯 。 至于 服务 的 两颗 星   就 给 那些   切肉 串 的 小哥儿 ~ 他们 倒 是 兢兢业业   给 五颗 也 不亏 。 倒 是 要说 说   门口 领位 的 小朋友 们 ， 你们 家 老板 欠 你们 钱 吗 。 欠 你们 钱 的话 可以 去 和 老板 打架 ， 集体 罢工 ， 知道 你们 很累 ， 一站 一整天 ， 但 你们 别 拿 顾客 的 支持 和 仁慈   当成 你们 发泄 的 出口 。 唉 … 以后 都 不吃 自助餐 了 。
100,今天和同事们中午一起去吃的，之前去过两次拿号都没吃上因为不管周末还是平日人都是很多很多人，今天中午也等了快30分钟，不过吃到第一个菜的时候就觉得等待还是值得的，最喜欢妈妈菜的大拉皮，简直就是老东北饭馆的味道，真心不错，菜量也超级大，其次就是锅包肉也是超级棒这个棒叫做手艺不错，货真价实，真心是脆脆甜甜没口都是外焦里嫩的肉肉，不像现在那种别的餐馆吃到的大片面糊外加肉里面黏黏恶心那种，不错真心以后可以再来光顾,1,今天 和 同事 们 中午 一起 去 吃 的 ， 之前 去过 两次 拿 号 都 没 吃 上 因为 不管 周末 还是 平日 人 都 是 很多很多 人 ， 今天 中午 也 等 了 快 30 分钟 ， 不过 吃 到 第一个 菜 的 时候 就 觉得 等待 还是 值得 的 ， 最 喜欢 妈妈 菜 的 大 拉皮 ， 简直 就是 老 东北 饭馆 的 味道 ， 真心 不错 ， 菜量 也 超级 大 ， 其次 就是 锅包肉 也 是 超级 棒 这个 棒 叫做 手艺 不错 ， 货真价实 ， 真心 是 脆脆 甜甜 没口 都 是 外焦里嫩 的 肉 肉 ， 不像 现在 那种 别的 餐馆 吃 到 的 大片 面糊 外加 肉 里面 黏 黏 恶心 那种 ， 不错 真心 以后 可以 再 来 光顾
101,价格和菜就是这些  精品推荐的都还可以  上菜速度快  味道总体来说偏甜 清淡菜量也不算小 吃个新鲜了 幸亏用了抽到的代金券 省去200块  不然感觉不太值  有些菜会被临时告知没有  不过 好在服务贴心  尝试新鲜的可以来一回,1,价格 和 菜 就是 这些     精品 推荐 的 都 还 可以     上菜 速度 快     味道 总体 来说 偏甜   清淡 菜量 也 不算 小   吃个 新鲜 了   幸亏 用 了 抽到 的 代金券   省去 200 块     不然 感觉 不太值     有些 菜会 被 临时 告知 没有     不过   好 在 服务 贴心     尝试 新鲜 的 可以 来 一回
102,很实惠的一家店，朋友多去比较好，他家菜量很大，另外不是轻易能吃到，排队是必须的,1,很 实惠 的 一家 店 ， 朋友 多去 比较 好 ， 他家 菜量 很大 ， 另外 不是 轻易 能 吃 到 ， 排队 是 必须 的
103,用美团的到那告诉不能用，可我团时可是看好日期的，没有限制啊，结果一咨询美团客服被告知是商家在27日自己改的，你早干嘛去了，要是不让用你别出团购啊。结果团的大众点评才叫进，商家无德！,0,用美团 的 到 那 告诉 不能 用 ， 可 我 团时 可是 看好 日期 的 ， 没有 限制 啊 ， 结果 一 咨询 美团 客服 被 告知 是 商家 在 27 日 自己 改 的 ， 你 早 干嘛 去 了 ， 要是 不让 用 你 别出 团购 啊 。 结果 团 的 大众 点评 才 叫 进 ， 商家 无德 ！
104,蛋挞完美 亲砸玛喜达 总之就是来对了,1,蛋挞 完美   亲砸玛 喜达   总之 就是 来 对 了
105,还可以吧，没有以前便宜啦，可能是生意太好啦吧！,1,还 可以 吧 ， 没有 以前 便宜 啦 ， 可能 是 生意 太好 啦 吧 ！
106,口味佳，菜品好，适合带孩子一起去吃。就是地处闹市，恒隆太大了，容易转晕！,1,口味 佳 ， 菜品 好 ， 适合 带 孩子 一起 去 吃 。 就是 地处 闹市 ， 恒隆 太大 了 ， 容易 转晕 ！
107,好吃！头一次吃自助进包间 肉肉都是送进来的 自助餐有猪蹄 哈哈哈哈 吃了5 6个 还有棉花糖 软糖 总之超级好 以后还会来！,1,好吃 ！ 头 一次 吃 自助 进 包间   肉肉 都 是 送进来 的   自助餐 有 猪蹄   哈哈哈哈   吃 了 5   6 个   还有 棉花 糖   软糖   总之 超级 好   以后 还会来 ！
108,西餐怎么也得讲究点上菜顺序吧！先上个红烧肉，然后是甜品，再然后是沙拉和汤，主菜等了45分钟居然自动给我取消了,0,西餐 怎么 也 得 讲究 点 上菜 顺序 吧 ！ 先上 个 红烧肉 ， 然后 是 甜品 ， 再 然后 是 沙拉 和 汤 ， 主菜 等 了 45 分钟 居然 自动 给 我 取消 了
109,除了上菜太慢，其他的都还好，味道一般,1,除了 上菜 太慢 ， 其他 的 都 还好 ， 味道 一般
110,菜的味道很好，就是人太多  平日晚一点去可选的菜就很少,1,菜 的 味道 很 好 ， 就是 人太多     平日 晚一点 去 可选 的 菜 就 很少
111,菜的种类不多，大悦城的价位比其他店贵，娜娜要把自己做死的节奏啊，服务员的态度也不好，爱答不理的，要杯水能等半个小时，也不知道这家私房菜火在哪里,0,菜 的 种类 不 多 ， 大悦 城 的 价位 比 其他 店贵 ， 娜娜 要 把 自己 做 死 的 节奏 啊 ， 服务员 的 态度 也 不好 ， 爱答不理 的 ， 要 杯水 能 等 半个 小时 ， 也 不 知道 这家 私房 菜火 在 哪里
112,我们五人一起去吃，吃完了三个去医院了，诊断为细菌性肠胃炎，东西太脏大家一定不要去了,0,我们 五人 一起 去 吃 ， 吃 完 了 三个 去 医院 了 ， 诊断 为 细菌性 肠胃炎 ， 东西 太脏 大家 一定 不要 去 了
113,味道真的不错，不枉费等了这么长时间，但是等的时间真的太长，自制豆腐，外皮很脆，豆腐做得很嫩，没有过很多的淀粉     疙瘩汤，是那种小粒的疙瘩，很好喝，里面还有一些小的碎扇贝，小豆凉糕也很好吃，不是很甜，干酪鱼每桌必点，有点像杏仁豆腐味的双皮奶，在等位的过程中，可以拿取号条换鸡蛋，乱七八糟的酱堆在一起竟然不难吃，唯一的缺点就是人太多了，太多了。。。关键是里面店面不是很大，所以显得人很多~,1,味道 真的 不错 ， 不 枉费 等 了 这么 长时间 ， 但是 等 的 时间 真的 太 长 ， 自制 豆腐 ， 外皮 很脆 ， 豆腐 做 得 很 嫩 ， 没有 过 很多 的 淀粉           疙瘩汤 ， 是 那种 小粒 的 疙瘩 ， 很 好喝 ， 里面 还有 一些 小 的 碎 扇贝 ， 小豆 凉糕 也 很 好吃 ， 不是 很甜 ， 干酪 鱼 每桌 必点 ， 有点像 杏仁豆腐 味 的 双皮奶 ， 在 等位 的 过程 中 ， 可以 拿取 号 条换 鸡蛋 ， 乱七八糟 的 酱 堆 在 一起 竟然 不难 吃 ， 唯一 的 缺点 就是 人太多 了 ， 太多 了 。 。 。 关键 是 里面 店面 不是 很大 ， 所以 显得 人 很多 ~
114,很不错的自助 东西很全 也很新鲜,1,很 不错 的 自助   东西 很全   也 很 新鲜
115,不错，不错！环境很好，寿司很好吃，冰淇淋可以自己挤在圆筒里，也可以加在热巧克力里，热巧克力是雀巢美禄，看见服务员往里加了一整袋，还有棉花糖，太开心了，孩子只花25元！喜欢这！,1,不错 ， 不错 ！ 环境 很 好 ， 寿司 很 好吃 ， 冰淇淋 可以 自己 挤 在 圆筒 里 ， 也 可以 加在 热 巧克力 里 ， 热 巧克力 是 雀巢 美禄 ， 看见 服务员 往 里加 了 一 整袋 ， 还有 棉花 糖 ， 太 开心 了 ， 孩子 只花 25 元 ！ 喜欢 这 ！
116,想吃肉太慢了，想吃海鲜却没有，服务也不怎么样,0,想 吃 肉 太慢 了 ， 想 吃海鲜 却 没有 ， 服务 也 不怎么样
117,自助里的超级自助！便宜啊！没时间去啊,1,自助 里 的 超级 自助 ！ 便宜 啊 ！ 没 时间 去 啊
118,味道的确不错，就是有点贵！环境还可以，服务员客人人多时有点乱。,0,味道 的确 不错 ， 就是 有点 贵 ！ 环境 还 可以 ， 服务员 客人 人多时 有点 乱 。
119,不太值，有点贵，人相当多，菜品也不值这个价,1,不太值 ， 有点 贵 ， 人 相当 多 ， 菜品 也 不值 这个 价
120,味道太甜，上菜太慢。。。。。。。。,0,味道 太甜 ， 上菜 太慢 。 。 。 。 。 。 。 。
121,吃过很多次，每次去都是人山人海，建议大家公休日下午3点去，基本不排队！菜的味道还行，菜量一般。价位相对质量来书不便宜。,1,吃 过 很 多次 ， 每次 去 都 是 人山人海 ， 建议 大家 公休日 下午 3 点去 ， 基本 不 排队 ！ 菜 的 味道 还 行 ， 菜量 一般 。 价位 相对 质量 来书 不 便宜 。
122,和朋友吃饭，首选娜娜家!以前总在一店吃，但是大悦城这家环境更好，手机点单挺方便的。,1,和 朋友 吃饭 ， 首选 娜娜 家 ! 以前 总在 一店 吃 ， 但是 大悦 城 这家 环境 更好 ， 手机 点单 挺 方便 的 。
123,家人们都觉得很好吃 我觉得还行吧,1,家 人们 都 觉得 很 好吃   我 觉得 还行 吧
124,挺不错的，位置有点隐秘，找了好久，口味很棒,1,挺不错 的 ， 位置 有点 隐秘 ， 找 了 好久 ， 口味 很棒
125,首先 我很客观的评价 吃的东西还是可以的 环境也还好 但是 但是 但是 服务态度真的是太差了 太差了 不是一般的差 我们是六个人 其中有一个孕妇 我们拿了一个七人号 为的就是孕妇不至于太挤 这也是人之常情吧 但是到了我们的号了 前台叫号的服务员不让我们进 说我们必须要交7个人的钱 才能进 前台叫号的服务员还动手打人 口出恶言 真的是没见过服务行业是这样的 没有一点服务意识 态度恶略  真的是店大欺客了 到号不让进 就让我们等着 真的是不能理解,0,首先   我 很 客观 的 评价   吃 的 东西 还是 可以 的   环境 也 还好   但是   但是   但是   服务态度 真的 是 太差 了   太差 了   不是 一般 的 差   我们 是 六个 人   其中 有 一个 孕妇   我们 拿 了 一个 七人 号   为 的 就是 孕妇 不至于 太挤   这 也 是 人之常情 吧   但是 到 了 我们 的 号 了   前台 叫 号 的 服务员 不让 我们 进   说 我们 必须 要交 7 个人 的 钱   才能 进   前台 叫 号 的 服务员 还 动手 打人   口出 恶言   真的 是 没见 过 服务行业 是 这样 的   没有 一点 服务 意识   态度 恶略     真的 是 店大欺客 了   到 号 不让 进   就让 我们 等 着   真的 是 不能 理解
126,比较嘈杂的环境，菜品不少，但吃一点就饱，菜再新鲜点就好了。,1,比较 嘈杂 的 环境 ， 菜品 不少 ， 但 吃 一点 就 饱 ， 菜 再 新鲜 点 就 好 了 。
127,咸，锅包肉太难吃，其他的一般，真不值得排队啊,0,咸 ， 锅包肉 太 难吃 ， 其他 的 一般 ， 真 不 值得 排队 啊
128,菜不贵，排队的人很多。服务员误导，菜量很大还使劲让我们点，问他是不是有点多，他说三个人点十个菜的都有。大拉皮，没传说中的好吃，但也不错，量很大。京酱肉丝，味道不错，但不是豆腐皮包，肉不多。金牌蛏子，量不大，味道不多。摆盘很精致。酸辣土豆丝，中规中矩，挺好吃。饼奶香味很足，不错。,1,菜不贵 ， 排队 的 人 很多 。 服务员 误导 ， 菜量 很大 还 使劲 让 我们 点 ， 问 他 是不是 有点 多 ， 他 说 三个 人点 十个 菜 的 都 有 。 大 拉皮 ， 没 传说 中 的 好吃 ， 但 也 不错 ， 量 很大 。 京酱 肉丝 ， 味道 不错 ， 但 不是 豆腐 皮包 ， 肉 不 多 。 金牌 蛏子 ， 量 不大 ， 味道 不 多 。 摆盘 很 精致 。 酸辣 土豆丝 ， 中规中矩 ， 挺好吃 。 饼奶 香味 很足 ， 不错 。
129,***的餐厅，下午3:40拿号前边有小桌27个排队的（肯定有不少拿完号不等的）事先问了服务员开始叫号后能不能有桌 回答说一共有46张小桌肯定没问题 结果耗到4:10分才叫好 那叫一个墨迹 看着里面一堆空桌就是不叫号 还一个劲的发号 结果就是一堆空桌不让人进外面全是人 美其名曰服务员少忙不过来 请问你让顾客进店里坐着慢慢点菜能怎么着 那个顾客是进来坐下就点菜的 不都得看看菜单商量商量吗 就是想外面排队等着的人多 显得你们家生意好吗,0,* * * 的 餐厅 ， 下午 3 : 40 拿 号 前边 有 小桌 27 个 排队 的 （ 肯定 有 不少 拿 完号 不 等 的 ） 事先 问 了 服务员 开始 叫 号 后 能 不能 有桌   回答 说 一共 有 46 张 小桌 肯定 没 问题   结果 耗到 4 : 10 分才 叫好   那 叫 一个 墨迹   看着 里面 一堆 空桌 就是 不 叫 号   还 一个劲 的 发号   结果 就是 一堆 空桌 不让 人进 外面 全是 人   美其名曰 服务员 少 忙不过来   请问 你 让 顾客 进 店里 坐 着 慢慢 点菜 能 怎么着   那个 顾客 是 进来 坐下 就 点菜 的   不 都 得 看看 菜单 商量 商量 吗   就是 想 外面 排队 等 着 的 人 多   显得 你们 家 生意 好 吗
130,味道还可以吧，分量也很大，排了将近两个小时才吃上的，人太多了，也可能因为饿的不行，觉得味道挺好吃的,1,味道 还 可以 吧 ， 分量 也 很大 ， 排 了 将近 两个 小时 才 吃 上 的 ， 人太多 了 ， 也 可能 因为 饿 的 不行 ， 觉得 味道 挺好吃 的
131,津菜，和鸡肉有关的菜太多了～味道偏甜，菜没有啥难度感觉自己在家就能做出来。菜单上的菜名都挺有新意的～,1,津菜 ， 和 鸡肉 有关 的 菜 太 多 了 ～ 味道 偏甜 ， 菜 没有 啥 难度 感觉 自己 在家 就 能 做 出来 。 菜单 上 的 菜名 都 挺 有 新意 的 ～
132,网红餐厅，菜品味道真的不过关，没有一试的必要,0,网红 餐厅 ， 菜品 味道 真的 不过关 ， 没有 一试 的 必要
133,不错 老婆和孩子很喜欢吃 环境很好,1,不错   老婆 和 孩子 很 喜欢 吃   环境 很 好
134,上菜速度超快，味道不错，人有点多。,1,上菜 速度 超快 ， 味道 不错 ， 人 有点 多 。
135,东西不行，还排队？真新鲜！下回不去了，没劲！,0,东西 不行 ， 还 排队 ？ 真 新鲜 ！ 下 回不去 了 ， 没劲 ！
136,真心不好吃啊，吃自助餐没吃饱的感觉也是醉了……有点儿像以前的金汉斯，没啥特色，配菜饮料尤其不好吃，哎，真心很一般很一般,0,真心 不 好吃 啊 ， 吃 自助餐 没 吃饱 的 感觉 也 是 醉 了 … … 有点儿 像 以前 的 金 汉斯 ， 没 啥 特色 ， 配菜 饮料 尤其 不 好吃 ， 哎 ， 真心 很 一般 很 一般
137,吃出跟头发来。跟男朋友去的排号，点菜，等菜好了上来了点的大家都点的 奶香手抓饼，口味偏甜对于我这不爱吃甜的人都剩下了，鲍鱼捞饭，鲍鱼没有味道口感还行，金牌烤蛏子这道菜真的很好吃很好吃！！！但是我吃出了一根头发我把肉夹出来看到底下一条黑线我还以为蛏子壳坏了，用筷子播了下一看是头发现在想起来都恶心。随手叫了个服务员看完了给退了没心情吃了。最后结账的时候没给我退收银把给我点菜的女的叫来她说她不知道我就 呵呵了你本职工作是做什么的，退个菜你都不知道收银台退菜本上都写着我手里都有照片。最后不情愿给我退了，以后不会考虑再来吃饭了,0,吃 出 跟 头发 来 。 跟 男朋友 去 的 排号 ， 点菜 ， 等 菜 好 了 上来 了 点 的 大家 都 点 的   奶香手 抓饼 ， 口味 偏甜 对于 我 这 不 爱 吃 甜 的 人 都 剩下 了 ， 鲍鱼 捞饭 ， 鲍鱼 没有 味道 口感 还 行 ， 金牌 烤 蛏子 这 道菜 真的 很 好吃 很 好吃 ！ ！ ！ 但是 我 吃 出 了 一根 头发 我 把 肉 夹 出来 看到 底下 一条 黑线 我 还 以为 蛏子 壳 坏 了 ， 用 筷子 播 了 下 一 看 是 头发 现在 想 起来 都 恶心 。 随手 叫 了 个 服务员 看 完 了 给 退 了 没 心情 吃 了 。 最后 结账 的 时候 没 给 我 退 收银 把 给 我 点菜 的 女 的 叫 来 她 说 她 不 知道 我 就   呵呵 了 你 本职工作 是 做 什么 的 ， 退个 菜 你 都 不 知道 收银台 退菜 本上 都 写 着 我 手里 都 有 照片 。 最后 不 情愿 给 我 退 了 ， 以后 不会 考虑 再 来 吃饭 了
138,以前总去，今年第一次去感觉换厨师了，不好吃，再也不会去了,0,以前 总去 ， 今年 第一次 去 感觉 换 厨师 了 ， 不 好吃 ， 再也不会 去 了
139,没存图片 点了花椰菜 牙签肉 赠了酸奶 看了半天菜单真的点不出来什么呢 都是天津菜 只是起了很有意思的名字而已,0,没存 图片   点 了 花椰菜   牙签 肉   赠 了 酸奶   看 了 半天 菜单 真的 点 不 出来 什么 呢   都 是 天津 菜   只是 起 了 很 有意思 的 名字 而已
140,从排队到吃饭，等了3个小时，味道没有想象中的好吃，上一个菜等1个小时，也真的醉了，最后孩子都没怎么吃！,0,从 排队 到 吃饭 ， 等 了 3 个 小时 ， 味道 没有 想象 中 的 好吃 ， 上 一个 菜 等 1 个 小时 ， 也 真的 醉 了 ， 最后 孩子 都 没 怎么 吃 ！
141,很不错的地方，就是有点甜，偶尔去还可以,1,很 不错 的 地方 ， 就是 有点 甜 ， 偶尔 去 还 可以
142,非常不愉快的用餐体验，以后不来了,0,非常 不 愉快 的 用餐 体验 ， 以后 不来 了
143,吃的还可以，就是排队太久了！而且不限时，要等到什么时候！,1,吃 的 还 可以 ， 就是 排队 太久 了 ！ 而且 不 限时 ， 要 等到 什么 时候 ！
144,最喜欢吃这的排骨了，这次新尝试了一下酱油炒饭，也很好,1,最 喜欢 吃 这 的 排骨 了 ， 这次 新 尝试 了 一下 酱油 炒饭 ， 也 很 好
145,中午11点半到那的，排了34个号…等了一个多小时，不到1点进去的…可能是刚装修，还没有菜单，需要用手机淘宝自己点菜…那个小罐子的甜点挺好的，还限量…华夫饼味道也不错～感觉没什么正餐，甜点偏多…口味一般吧…价格略贵…,1,中午 11 点半到 那 的 ， 排 了 34 个 号 … 等 了 一个多 小时 ， 不到 1 点 进去 的 … 可能 是 刚 装修 ， 还 没有 菜单 ， 需要 用 手机 淘宝 自己 点菜 … 那个 小 罐子 的 甜点 挺 好 的 ， 还 限量 … 华夫饼 味道 也 不错 ～ 感觉 没什么 正餐 ， 甜点 偏多 … 口味 一般 吧 … 价格 略贵 …
146,不知道一家西餐厅为什么要放这么劲爆的音乐，是不是领导觉得这样比较嗨啊！！！,0,不 知道 一家 西餐厅 为什么 要放 这么 劲 爆 的 音乐 ， 是不是 领导 觉得 这样 比较 嗨 啊 ！ ！ ！
147,一直减肥，今天没hold住，和闺蜜眼大肚子小了，周末的娜娜家人不像以前那么排大长队，用餐环境好了许多，每次必点的奶酪罐子依旧炒鸡好吃，这次特别推荐三文鱼牛油果海鲜沙拉，料足味道佳，性价比超高 烟花妓女和鸡肉蘑菇面也hin赞,1,一直 减肥 ， 今天 没 hold 住 ， 和 闺蜜眼 大肚子 小 了 ， 周末 的 娜娜 家人 不像 以前 那么 排大 长队 ， 用餐 环境 好 了 许多 ， 每次 必点 的 奶酪 罐子 依旧 炒鸡 好吃 ， 这次 特别 推荐 三文鱼 牛油果 海鲜 沙拉 ， 料足 味道 佳 ， 性价比 超高   烟花 妓女 和 鸡肉 蘑菇 面 也 hin 赞
148,花掉1千多居然还要受气，服务态度特别差，单间要收取额外服务费，又说不出这个服务费到底服务什么？必须告之有关部门进行查询。用了好多年大众，从未给过谁差评。只因服务员的服务好差。,0,花掉 1 千多 居然 还要 受气 ， 服务态度 特别 差 ， 单间 要 收取 额外 服务费 ， 又 说不出 这个 服务费 到底 服务 什么 ？ 必须 告之 有关 部门 进行 查询 。 用 了 好多年 大众 ， 从未 给 过 谁 差评 。 只 因 服务员 的 服务 好差 。
149,味道也没觉得有多特别，服务态度特别差…不会再来了,0,味道 也 没 觉得 有 多 特别 ， 服务态度 特别 差 … 不会 再来 了
150,今天带着老爸老妈和孩子们来这。为避免等座之苦，特意选在周四中午时段来，11点进来，果然很清静人不多。奶酪罐子每桌只能点一份，还不够俩孩子抢的呢。真是抢食好吃呀！芒果千层蛋糕有点腻，口味一般，云朵蓝沙沙冰上面云朵是白棉花糖与打发奶油混合物，下面是柠檬味沙冰，柯布彩虹沙拉还是性价比较高的菜品，意大利奶酪肉酱面是唯一不辣的意面，其他意面都有些辣，不能食辣的小朋友遗憾啦，只能点这个。总之，这里还是年轻人的天下，不符合老年人消费观与口味，吃多了就腻。,1,今天 带 着 老爸 老妈 和 孩子 们 来 这 。 为 避免 等 座 之苦 ， 特意 选在 周四 中午 时段 来 ， 11 点 进来 ， 果然 很 清静 人不多 。 奶酪 罐子 每桌 只能 点 一份 ， 还 不够 俩 孩子 抢 的 呢 。 真是 抢食 好吃 呀 ！ 芒果 千层 蛋糕 有点 腻 ， 口味 一般 ， 云朵 蓝 沙沙 冰 上面 云朵 是 白 棉花 糖 与 打发 奶油 混合物 ， 下面 是 柠檬 味沙冰 ， 柯布 彩虹 沙拉 还是 性价比 较 高 的 菜品 ， 意大利 奶酪 肉酱 面是 唯一 不辣 的 意面 ， 其他 意面 都 有些 辣 ， 不能 食辣 的 小朋友 遗憾 啦 ， 只能 点 这个 。 总之 ， 这里 还是 年轻人 的 天下 ， 不 符合 老年人 消费观 与 口味 ， 吃 多 了 就 腻 。
