text,sentiment,source,target
下午 去 的   点 了 两杯 饮品 还有 一个 甜点   稍微 贵 了 些   但是 环境 很 好,1,下午 ,去 的   点 了 两杯 饮品 还有 一个 甜点   稍微 贵 了 些   但是 环境 很 好
天津 菜 的 创意 菜 ， 口味 偏甜 ！ 环境 适合 年轻人 小聚,0,天津 ,菜 的 创意 菜 ， 口味 偏甜 ！ 环境 适合 年轻人 小聚
好吃 好吃 好吃   好吃 到 上天   就是 量少,1,好吃 ,好吃 好吃   好吃 到 上天   就是 量少
喜欢 吃 他家 的 拉皮 ， 熏 排骨 味道 可以 就是 偶尔 会 遇到 很 柴 的 肉 肉 ， 就是 排队 人太多 了 ， 网上 排号 过 号 的话 可以 等 三桌 进去 ， 大家 要 记得 哟 ～,1,喜欢 ,吃 他家 的 拉皮 ， 熏 排骨 味道 可以 就是 偶尔 会 遇到 很 柴 的 肉 肉 ， 就是 排队 人太多 了 ， 网上 排号 过 号 的话 可以 等 三桌 进去 ， 大家 要 记得 哟 ～
菜品 一般 ， 没有 传说 中 的 那么 好 。 排队 人太多 ！ 等位 超过 两个 小时 ！ 感觉 不 像是 专门 吃饭 的 地方 ！ 感觉 托 好多 。 。 。,0,菜品 ,一般 ， 没有 传说 中 的 那么 好 。 排队 人太多 ！ 等位 超过 两个 小时 ！ 感觉 不 像是 专门 吃饭 的 地方 ！ 感觉 托 好多 。 。 。
周日 去 的 ， 人山人海 ... 等位 真的 很 困难 。 上菜 比较慢 ， 而且 里面 很 热 ， 服务员 挺 高 冷 的 ... 菜 品种 其实 不是 很多 ， 但是 冰淇淋 味道 还 行,1,周日 ,去 的 ， 人山人海 ... 等位 真的 很 困难 。 上菜 比较慢 ， 而且 里面 很 热 ， 服务员 挺 高 冷 的 ... 菜 品种 其实 不是 很多 ， 但是 冰淇淋 味道 还 行
太 次 ， 熏 排骨 特别 苦 ， 汤 没 味道 ， 服务员 喊 半天 都 听不见 ， 一个 字 ， 次 ！,0,太 ,次 ， 熏 排骨 特别 苦 ， 汤 没 味道 ， 服务员 喊 半天 都 听不见 ， 一个 字 ， 次 ！
房间 有点 小 但是 有 三层 ， 上菜 有些 慢 但是 绝对 人多 ， 总体 很 好 。,1,房间 ,有点 小 但是 有 三层 ， 上菜 有些 慢 但是 绝对 人多 ， 总体 很 好 。
千万   别点   这道   菜 鲜贝 烧茄丁 ！ 38 元   里面 就 一个   小小的   贝 ！ 我们 三个 人   都 笑 了 ！,0,千万 ,  别点   这道   菜 鲜贝 烧茄丁 ！ 38 元   里面 就 一个   小小的   贝 ！ 我们 三个 人   都 笑 了 ！
很糟 的 一次 选择   难吃   服务态度 差   估计 是 名气 大 了   所以 觉得 可以 店大欺客 了   我 是 绝对 不会 光顾 了,0,很糟 ,的 一次 选择   难吃   服务态度 差   估计 是 名气 大 了   所以 觉得 可以 店大欺客 了   我 是 绝对 不会 光顾 了
玩转 天津 这家 生意 很 火爆 ， 旁边 都 没人 ， 这家 排队 。 听说 是 必 吃 榜单 东北菜 就 慕名而来 。 点 了 四个 比较 有名 的 菜 ， 烟熏 排骨 蛮 好吃 的 ， 绝对 是 烟熏 出来 的 很 香 。 铁板 蛏子 味道 不错 ， 汤汁 味道 全部 渗透 进去 了 。 另外 的 菜 也 很 入味 。 总体 不错 的 店 ， 服务 一般 ， 可以 尝试 一下 。,1,玩转 ,天津 这家 生意 很 火爆 ， 旁边 都 没人 ， 这家 排队 。 听说 是 必 吃 榜单 东北菜 就 慕名而来 。 点 了 四个 比较 有名 的 菜 ， 烟熏 排骨 蛮 好吃 的 ， 绝对 是 烟熏 出来 的 很 香 。 铁板 蛏子 味道 不错 ， 汤汁 味道 全部 渗透 进去 了 。 另外 的 菜 也 很 入味 。 总体 不错 的 店 ， 服务 一般 ， 可以 尝试 一下 。
真心 不 好吃   和 北京 吃 的 北京 菜 没法 比   除了 猪肝 还过得去   别的 实在 难吃 啊,0,真心 ,不 好吃   和 北京 吃 的 北京 菜 没法 比   除了 猪肝 还过得去   别的 实在 难吃 啊
在 恒隆 广场 6 楼 ， 位置 很 好找 ， 点 了 奶香手 撕饼 ， 脆脆 软软 ， 小孩 很 喜欢 吃 ， 东北 拉皮 一盆 的 量 很大 ， 麻将 带点 酸酸的 味道 ， 好吃 ， 锅包肉 个人感觉 太 油腻 了 ， 上海 人 吃 不惯 ， 烤 蛏子 很 不错 ， 有个 服务员 美女 非常 热情 ， 结账 时 推荐 支付宝 ， 优惠 bijiaodaq,1,在 ,恒隆 广场 6 楼 ， 位置 很 好找 ， 点 了 奶香手 撕饼 ， 脆脆 软软 ， 小孩 很 喜欢 吃 ， 东北 拉皮 一盆 的 量 很大 ， 麻将 带点 酸酸的 味道 ， 好吃 ， 锅包肉 个人感觉 太 油腻 了 ， 上海 人 吃 不惯 ， 烤 蛏子 很 不错 ， 有个 服务员 美女 非常 热情 ， 结账 时 推荐 支付宝 ， 优惠 bijiaodaq
看 完 电影 出来 一看 ， 我 去 跟 想像中 人 一样 多 ， 还是 等 了 差点 就 等到 了 下午茶 ， 口感 最佳 的 是 哥哥 点 的 饮料,1,看 ,完 电影 出来 一看 ， 我 去 跟 想像中 人 一样 多 ， 还是 等 了 差点 就 等到 了 下午茶 ， 口感 最佳 的 是 哥哥 点 的 饮料
味道 很 一般 ， 肉质 比较 柴 ， 服务态度 还 可以 吧,0,味道 ,很 一般 ， 肉质 比较 柴 ， 服务态度 还 可以 吧
不要 好吃   咸   菜色 还 算 有点 创意   还是 凑合 的   其他 没 印象 了,0,不要 ,好吃   咸   菜色 还 算 有点 创意   还是 凑合 的   其他 没 印象 了
环境 还 不错 ， 口味 也 很 好 ， 服务态度 也 非常 好 ！,1,环境 ,还 不错 ， 口味 也 很 好 ， 服务态度 也 非常 好 ！
都 一般   没有 什么 特别 好吃 的       一般,0,都 ,一般   没有 什么 特别 好吃 的       一般
环境 还 不错 ， 但是 去 得 晚 ， 想 吃饭 只有 吧台 ， 也 还 可以 啦 ， 但是 总会 没有 沙发 舒服 ， 菜 的 味道 不错 ， 猪蹄 很 酥 烂 ， 华夫 饼 也 不错 ， 份 很 足 ， 吃不完 。,1,环境 ,还 不错 ， 但是 去 得 晚 ， 想 吃饭 只有 吧台 ， 也 还 可以 啦 ， 但是 总会 没有 沙发 舒服 ， 菜 的 味道 不错 ， 猪蹄 很 酥 烂 ， 华夫 饼 也 不错 ， 份 很 足 ， 吃不完 。
性价比 超高 的 一家 餐厅 ， 而且 是 自助餐厅 哦 。 开业 的 时候 就 引起 了 轰动 ， 名气 直线 上升 呢 。 菜品 、 环境 真的 不错 ， 续菜 快 ， 菜品 的 种类 也 很 丰富 呢 ！ 之前 每次 路过 的 时候 ， 总能 看到 好多 的 人 在 外面 排队 等 座 ， 好像 现在 有名 美味 的 餐厅 一大 标志性 特色 就是 门外 有 排队 等 座 的 顾客 吧 ~ 也 说明 了 群众 口碑 好 啊 ~ 烤 玉米 、 鸡翅 、 牛排 味道 很 好 ！ 甜点 饮料 的 种类 也 很多 ， 环境 不错 ， 虽然 菜品 品种 多 ， 但 不会 感觉 乱 ~,1,性价比 ,超高 的 一家 餐厅 ， 而且 是 自助餐厅 哦 。 开业 的 时候 就 引起 了 轰动 ， 名气 直线 上升 呢 。 菜品 、 环境 真的 不错 ， 续菜 快 ， 菜品 的 种类 也 很 丰富 呢 ！ 之前 每次 路过 的 时候 ， 总能 看到 好多 的 人 在 外面 排队 等 座 ， 好像 现在 有名 美味 的 餐厅 一大 标志性 特色 就是 门外 有 排队 等 座 的 顾客 吧 ~ 也 说明 了 群众 口碑 好 啊 ~ 烤 玉米 、 鸡翅 、 牛排 味道 很 好 ！ 甜点 饮料 的 种类 也 很多 ， 环境 不错 ， 虽然 菜品 品种 多 ， 但 不会 感觉 乱 ~
无尽 的 等待 ， 终于 吃 到 了 ， 烩饭 很 好吃,1,无尽 ,的 等待 ， 终于 吃 到 了 ， 烩饭 很 好吃
带 着 个 小 婴儿 不 方便 去 前台 点餐 让 服务员 去 下 都 不肯 ， 服务 太差 了,0,带 ,着 个 小 婴儿 不 方便 去 前台 点餐 让 服务员 去 下 都 不肯 ， 服务 太差 了
又 一家 不会 再 去 吃 的 餐厅 ， 作为 在 大连 上 了 四年 大学 的 人 本来 满怀 期待 以为 能 在 天津 吃 到 正宗 的 大连 东北菜 了 ， 没想到 又 油 又 闲 简直 无 语 ， 那个 锅包肉 的 皮 那么 厚 那么 油 那么 硬 里面 的 肉 那么 薄 都 能 忽略不计 了 是 几个 意思 啊 ， 不 仔细 吃 还 以为 吃 的 是 炸 面皮 呢 。 东北 拉皮 也 不 地道 那么 甜好 难吃 啊 ， 备受 推荐 的 奶香手 撕饼 也 超油 一点 奶 香味 都 没有 啊 ， 就 那个 婆家 豆腐 还 可以 但 吃 到 最后 也 是 够 油 的 了 。 不造 好评 都 哪来 的 ， 反正 作为 一个 吃 过 正宗 东北菜 的 人 我 是 不会 再 去 了 。,0,又 ,一家 不会 再 去 吃 的 餐厅 ， 作为 在 大连 上 了 四年 大学 的 人 本来 满怀 期待 以为 能 在 天津 吃 到 正宗 的 大连 东北菜 了 ， 没想到 又 油 又 闲 简直 无 语 ， 那个 锅包肉 的 皮 那么 厚 那么 油 那么 硬 里面 的 肉 那么 薄 都 能 忽略不计 了 是 几个 意思 啊 ， 不 仔细 吃 还 以为 吃 的 是 炸 面皮 呢 。 东北 拉皮 也 不 地道 那么 甜好 难吃 啊 ， 备受 推荐 的 奶香手 撕饼 也 超油 一点 奶 香味 都 没有 啊 ， 就 那个 婆家 豆腐 还 可以 但 吃 到 最后 也 是 够 油 的 了 。 不造 好评 都 哪来 的 ， 反正 作为 一个 吃 过 正宗 东北菜 的 人 我 是 不会 再 去 了 。
对 一个 人 来说 很 友好 的 店 ， 但是 这家 的 比 别家 分店 都 咸 ， 西餐 做 这么 咸 为什么 ， 而且 同样 的 菜品 去 了 几次 每次 每道菜 都 比 别家 少得 可怜 ， 等 的 时间 比 吃 的 时间 长,0,对 ,一个 人 来说 很 友好 的 店 ， 但是 这家 的 比 别家 分店 都 咸 ， 西餐 做 这么 咸 为什么 ， 而且 同样 的 菜品 去 了 几次 每次 每道菜 都 比 别家 少得 可怜 ， 等 的 时间 比 吃 的 时间 长
拔草 之旅 ， 周一 五点 半去 正好 有座 ， 稍晚 一些 就 得 等 座 了 ， 6 人 可以 坐在 小包 间里 。 点 了 他家 点评 前 几位 的 推荐 菜 。 首先 是 三个 晚到 就 没有 的 菜 ： 枇杷 梨 汤 一壶 三个 人 喝 都 最后 都 没 喝完 ， 梨 汤 很浓 稠 ， 也 不是 太甜 。 干酪 鱼 样子 不错 ， 就是 奶酪 布丁 ， 凉丝丝 的 ， 也 不 甜 。 烤鸭 半只 ， 味道 和 一般 的 烤鸭店 的 鸭子 差不多 ， 赠送 的 鸭汤 不错 ， 里面 加 了 豆腐 、 生菜 、 粉丝 ， 鸭汤 不腥 ， 味道 不错 。 。 小 煎 猪肝 ， 猪肝 很嫩 味道 稍 咸 。 梨球 果仁 虾 ， 虾皮 已经 炸 酥 可以 直接 食用 ， 梨球 是 裹 了 面糊 的 梨 块 炸成 金黄色 的 球 。 牛肉 烩饭 ， 就 像 小时候 吃 的 咸饭 ， 里面 是 牛腩 味道 很 好 。 芸豆 卷入 口 即化 ， 玫瑰 白皮 酥 外皮 有些 硬 。 整体 不错 ， 三个 人 基本 吃光 。,1,拔草 ,之旅 ， 周一 五点 半去 正好 有座 ， 稍晚 一些 就 得 等 座 了 ， 6 人 可以 坐在 小包 间里 。 点 了 他家 点评 前 几位 的 推荐 菜 。 首先 是 三个 晚到 就 没有 的 菜 ： 枇杷 梨 汤 一壶 三个 人 喝 都 最后 都 没 喝完 ， 梨 汤 很浓 稠 ， 也 不是 太甜 。 干酪 鱼 样子 不错 ， 就是 奶酪 布丁 ， 凉丝丝 的 ， 也 不 甜 。 烤鸭 半只 ， 味道 和 一般 的 烤鸭店 的 鸭子 差不多 ， 赠送 的 鸭汤 不错 ， 里面 加 了 豆腐 、 生菜 、 粉丝 ， 鸭汤 不腥 ， 味道 不错 。 。 小 煎 猪肝 ， 猪肝 很嫩 味道 稍 咸 。 梨球 果仁 虾 ， 虾皮 已经 炸 酥 可以 直接 食用 ， 梨球 是 裹 了 面糊 的 梨 块 炸成 金黄色 的 球 。 牛肉 烩饭 ， 就 像 小时候 吃 的 咸饭 ， 里面 是 牛腩 味道 很 好 。 芸豆 卷入 口 即化 ， 玫瑰 白皮 酥 外皮 有些 硬 。 整体 不错 ， 三个 人 基本 吃光 。
就是 东北 大锅 炖 .. 周围环境 乱糟糟 ， 座位 很挤 .. 菜品 有些 偏咸 .. 我们 坐 那 道 吃 完 竟然 有 两桌 逃单 了 ... 可见 服务水平 有 多 差 了 .. 不会 再 去 了 ！,0,就是 ,东北 大锅 炖 .. 周围环境 乱糟糟 ， 座位 很挤 .. 菜品 有些 偏咸 .. 我们 坐 那 道 吃 完 竟然 有 两桌 逃单 了 ... 可见 服务水平 有 多 差 了 .. 不会 再 去 了 ！
第二次 吃 ， 人 还是 那么 多 ， 五点 到 的 ， 排 了 一个 小时 的 号 。 烤肉 水平 严重 下降 ， 几乎 完全 没法 吃 下去 了 。 差,0,第二次 ,吃 ， 人 还是 那么 多 ， 五点 到 的 ， 排 了 一个 小时 的 号 。 烤肉 水平 严重 下降 ， 几乎 完全 没法 吃 下去 了 。 差
满满 都 是 香蕉   对 香蕉 过敏 啊啊啊   上菜 前 为什么 菜单 上 不 写 清楚 啊,0,满满 ,都 是 香蕉   对 香蕉 过敏 啊啊啊   上菜 前 为什么 菜单 上 不 写 清楚 啊
对得起 这个 价钱 ， 76 一个 人 ， 肉 是 烤 好 的 ， 推荐 牛舌 和 鸡 胗 ， 烤 玉米 也 好吃 甜甜的 ， 超级 好吃 ， 分 烤肉 的 小 哥哥 特 好 说话 ， 要是 想多要 和 他 说 就 会 多 给 你 一些 。 烤生 蚝 要 排队 ， 铁板 炒 小虾米 也 好吃 ， 饮品 的话 推荐 鲜 豆浆 ， 总体 还是 很 满意 ， 就 恨 自己 的 胃口 小 ～ 海鲜 也 好吃 海 蛏子 和 花 蛤 特别 新鲜 ， 完全 没有 沙子 ～,1,对得起 ,这个 价钱 ， 76 一个 人 ， 肉 是 烤 好 的 ， 推荐 牛舌 和 鸡 胗 ， 烤 玉米 也 好吃 甜甜的 ， 超级 好吃 ， 分 烤肉 的 小 哥哥 特 好 说话 ， 要是 想多要 和 他 说 就 会 多 给 你 一些 。 烤生 蚝 要 排队 ， 铁板 炒 小虾米 也 好吃 ， 饮品 的话 推荐 鲜 豆浆 ， 总体 还是 很 满意 ， 就 恨 自己 的 胃口 小 ～ 海鲜 也 好吃 海 蛏子 和 花 蛤 特别 新鲜 ， 完全 没有 沙子 ～
菜品 有趣 。 喜欢 这种 风格 。 会 经常 去,1,菜品 ,有趣 。 喜欢 这种 风格 。 会 经常 去
排队 等 了 一个 小时 ， 好不容易 吃 上 了 ， 两个 小时 还 没 上 满 一轮 烤肉 ！ 跟 以前 差远了 ， 一公 三个 小时 ， 吃 了 一顿 自助,0,排队 ,等 了 一个 小时 ， 好不容易 吃 上 了 ， 两个 小时 还 没 上 满 一轮 烤肉 ！ 跟 以前 差远了 ， 一公 三个 小时 ， 吃 了 一顿 自助
首先 ， 点 的 招牌 凉皮 ， 碳 烤 蛏子 和 馅饼 。 凉皮 吃 到 了 嘎 嘣 嘎 嘣 的 口感 的 ， 不 晓得 是 没有 熟 还是 熟 过头 ， 味道 一般 ， 我 自己 在家 醋加 麻酱 加 香油 也 能 做 出来 ， 无 语 。 碳 烤 蛏子 味道 还 可以 ， 这个 满意 。 小份 排骨 总共 6 块 左右 ， 平均 十块钱 一块 ， 味道 真的 一般 ， 没 啥 惊艳 的 。 其次 ， 排队 排 了 一个多 小时 ， 满怀 期待 吃 到 这种 水准 ， 我 真的 累觉 不爱 ， 不 知道 这个 牌子 是 怎么 打 起来 的 ， 还是 厨师 每到 人 多 时候 就 批量生产 导致 质量 萎靡 ， 值得 尝一尝 ， 绝对 不 值得 排队 这么久 尝一尝 ， 没 到 这个 水平 。 最后 ， 服务态度 ， 差 ， 不耐烦 ， 狂傲 ， 不 知道 哪里 来 的 傲娇 气质 ， 我 到 了 水 是 凉 的 ， 没用 纸巾 ， 要 了 纸巾 很久 才 来 不 想要 了 ， 就 说 不要 了 谢谢 ， 男服务员 说 “ 这 都 下单 了 ” 然后 不耐烦 的 拿走 ， 好无语 ， 服务员 不 就是 服务 的 吗 ， 我们 也 没有 多 麻烦 你 ， 基于 尊重 了 啊 ， 也 没 欺负 你 ， 需要 这样 傲娇 吗 。 我 如果 是 彪形大汉 左青龙 右白虎 ， 请问 你 敢 这么 说 一句 吗 ？ 见人下 菜碟 欺负 人 有意思 吗 ？ 现如今 餐厅 服务员 都 是 这么 训练 的 ？ 请问 这样 品牌 能 做 大 吗 ？ 逗我 ？ 如图 ， 见菜 ， 见 人 ， 不再 多 说 。,0,首先 ,， 点 的 招牌 凉皮 ， 碳 烤 蛏子 和 馅饼 。 凉皮 吃 到 了 嘎 嘣 嘎 嘣 的 口感 的 ， 不 晓得 是 没有 熟 还是 熟 过头 ， 味道 一般 ， 我 自己 在家 醋加 麻酱 加 香油 也 能 做 出来 ， 无 语 。 碳 烤 蛏子 味道 还 可以 ， 这个 满意 。 小份 排骨 总共 6 块 左右 ， 平均 十块钱 一块 ， 味道 真的 一般 ， 没 啥 惊艳 的 。 其次 ， 排队 排 了 一个多 小时 ， 满怀 期待 吃 到 这种 水准 ， 我 真的 累觉 不爱 ， 不 知道 这个 牌子 是 怎么 打 起来 的 ， 还是 厨师 每到 人 多 时候 就 批量生产 导致 质量 萎靡 ， 值得 尝一尝 ， 绝对 不 值得 排队 这么久 尝一尝 ， 没 到 这个 水平 。 最后 ， 服务态度 ， 差 ， 不耐烦 ， 狂傲 ， 不 知道 哪里 来 的 傲娇 气质 ， 我 到 了 水 是 凉 的 ， 没用 纸巾 ， 要 了 纸巾 很久 才 来 不 想要 了 ， 就 说 不要 了 谢谢 ， 男服务员 说 “ 这 都 下单 了 ” 然后 不耐烦 的 拿走 ， 好无语 ， 服务员 不 就是 服务 的 吗 ， 我们 也 没有 多 麻烦 你 ， 基于 尊重 了 啊 ， 也 没 欺负 你 ， 需要 这样 傲娇 吗 。 我 如果 是 彪形大汉 左青龙 右白虎 ， 请问 你 敢 这么 说 一句 吗 ？ 见人下 菜碟 欺负 人 有意思 吗 ？ 现如今 餐厅 服务员 都 是 这么 训练 的 ？ 请问 这样 品牌 能 做 大 吗 ？ 逗我 ？ 如图 ， 见菜 ， 见 人 ， 不再 多 说 。
菜品 量 很大 ， 味道 也 都 很 好吃 ， 推荐 。,1,菜品 ,量 很大 ， 味道 也 都 很 好吃 ， 推荐 。
没有 传说 中 那么 惊艳 ， 还 算 一般 吧 。 73 块钱 一个 人 ， 没有 刺身 类 的 食品 ， 自选 菜 品种 不少 ， 但是 味道 一般 。 倒 是 烤肉 味道 很 不错 ， 算是 招牌 吧 。 可 我们 并 没有 把 所有 烤肉 都 吃 全 ， 主要 是 服务员 没送 全 。 烤生 蚝 不大 ， 每个 人 一次 限 拿 两个 。 酒水 不 包括 在内 ， 如果 需要 啤酒 白酒 类 的 ， 需要 单独 交费 。 整体 感觉 还 凑合 吧 。,1,没有 ,传说 中 那么 惊艳 ， 还 算 一般 吧 。 73 块钱 一个 人 ， 没有 刺身 类 的 食品 ， 自选 菜 品种 不少 ， 但是 味道 一般 。 倒 是 烤肉 味道 很 不错 ， 算是 招牌 吧 。 可 我们 并 没有 把 所有 烤肉 都 吃 全 ， 主要 是 服务员 没送 全 。 烤生 蚝 不大 ， 每个 人 一次 限 拿 两个 。 酒水 不 包括 在内 ， 如果 需要 啤酒 白酒 类 的 ， 需要 单独 交费 。 整体 感觉 还 凑合 吧 。
今天 终于 拔草 娜娜 家   记得 上次 和 震 欧巴来 是 星期二   坑爹 啦 星期二 木有 正餐 只有 甜品   装修 风格 很 喜欢 就是 椅子 好 硬   选 了 靠窗 的 位置   服务员 拿来 ipad 让 我们 点餐   去 早 了 11 : 30 才 可以 做   好 啦 说 说好 次 的   - 草莓 冰淇淋 华夫饼 - 颜值 很 高 的 一个 菜品   很大 一份   味道 也 是 赞赞 的   吃 完 瞬间 觉得 好 幸福   推荐   - 沙拉 （ 忘 了 全名 ） 个人 觉得 性价比 不高   就是 拍拍 照片 还好   不 推荐 啦   - 烟花 妓女 意 面 - 味道 并 没有 想象 中 惊艳   就是 很 普通 的 意面   可能 我 期望 太高 了 23333   - 像 云彩 一样 的 沙冰 -   噢 说 到 这个 就 坑 爹 了   可以 要小份 的   但是 我 并不知道   要 了 大份 的   两个 人 根本 喝 不 完 - 炸薯条 - 超大 一盆 哈哈   里面 还有 炸 胡萝卜 条   性价比 很 高   - 彩虹 千层 - 上来 最快 的 就是 它 啦   以前 以为 美貌 和 味道 不能 并存   吃 了 它 才 知道 我错 了   超好次 的   下次 还要 买   - 柠檬 那个 什么 鸡 - 甜不甜 咸不咸 的 吃 两口 就 腻 了   噢 还 点 了 一杯 鲜 榨汁   叫 橙子 凤梨 苹果汁   内位 说 还 挺 好喝 的   结账 时 服务员 主动 告诉 我 大众 点评 有 优惠 买单   两个 人 317 好像   还 可以 啦   下次 还会 去 哒,1,今天 ,终于 拔草 娜娜 家   记得 上次 和 震 欧巴来 是 星期二   坑爹 啦 星期二 木有 正餐 只有 甜品   装修 风格 很 喜欢 就是 椅子 好 硬   选 了 靠窗 的 位置   服务员 拿来 ipad 让 我们 点餐   去 早 了 11 : 30 才 可以 做   好 啦 说 说好 次 的   - 草莓 冰淇淋 华夫饼 - 颜值 很 高 的 一个 菜品   很大 一份   味道 也 是 赞赞 的   吃 完 瞬间 觉得 好 幸福   推荐   - 沙拉 （ 忘 了 全名 ） 个人 觉得 性价比 不高   就是 拍拍 照片 还好   不 推荐 啦   - 烟花 妓女 意 面 - 味道 并 没有 想象 中 惊艳   就是 很 普通 的 意面   可能 我 期望 太高 了 23333   - 像 云彩 一样 的 沙冰 -   噢 说 到 这个 就 坑 爹 了   可以 要小份 的   但是 我 并不知道   要 了 大份 的   两个 人 根本 喝 不 完 - 炸薯条 - 超大 一盆 哈哈   里面 还有 炸 胡萝卜 条   性价比 很 高   - 彩虹 千层 - 上来 最快 的 就是 它 啦   以前 以为 美貌 和 味道 不能 并存   吃 了 它 才 知道 我错 了   超好次 的   下次 还要 买   - 柠檬 那个 什么 鸡 - 甜不甜 咸不咸 的 吃 两口 就 腻 了   噢 还 点 了 一杯 鲜 榨汁   叫 橙子 凤梨 苹果汁   内位 说 还 挺 好喝 的   结账 时 服务员 主动 告诉 我 大众 点评 有 优惠 买单   两个 人 317 好像   还 可以 啦   下次 还会 去 哒
这次 点 了 平时 没吃过 的 多 浇 鱼头 ， 味道 一般般 ， 其他 依然 不错 ～,1,这次 ,点 了 平时 没吃过 的 多 浇 鱼头 ， 味道 一般般 ， 其他 依然 不错 ～
真的 是 生意 火爆 了 ， 什么 都 不在乎 ！ 进门 的 时候 就 看到 一群 人 打架 ， 不让 人家 进 ， 打 了 半天 最后 还是 让 人家 进 了 。 在 如此 何必 闹 着 一出 你 呢 ！ 打 完架 服务员 就 各种 气 不顺 ！ 叫 号 各种 不乐意 ！ 进店 的 时候 孩子 不到 1 米 非 收费 ， 刚刚 体检 完 不到 90 ， 到 他 这 非 说 1 米 ， 真是 要 麻儿 ！ 给 你 不差 这点 ！ 7 点 10 分进店 ， 菜品 各种 不全 ， 饮料 都 是 常温 的 ， 看 出来 进伏 了 ， 为了 顾客 身体 着想 ， 不让 大家 喝凉 的 。 大家 饿 了 ， 多 要点 肉 我 感觉 理所应当 ， 毕竟 我们 是 吃饭 来 的 ， 服务员 给 肉 和 斗气 一样 ！ 干嘛 呀 ！ 欠 你们 钱 吗 ？ 和 你们 大家 的 又 不是 我们 。 难道 我们 没闹 就 活该 是 这种 待遇 。 真的 是 生意 好 了 ！ 不在乎 客服 服务 ！ 太 垃圾 ！ 最后 一次 来 了 ！ 希望 他 尽快 倒闭 吧 ！,0,真的 ,是 生意 火爆 了 ， 什么 都 不在乎 ！ 进门 的 时候 就 看到 一群 人 打架 ， 不让 人家 进 ， 打 了 半天 最后 还是 让 人家 进 了 。 在 如此 何必 闹 着 一出 你 呢 ！ 打 完架 服务员 就 各种 气 不顺 ！ 叫 号 各种 不乐意 ！ 进店 的 时候 孩子 不到 1 米 非 收费 ， 刚刚 体检 完 不到 90 ， 到 他 这 非 说 1 米 ， 真是 要 麻儿 ！ 给 你 不差 这点 ！ 7 点 10 分进店 ， 菜品 各种 不全 ， 饮料 都 是 常温 的 ， 看 出来 进伏 了 ， 为了 顾客 身体 着想 ， 不让 大家 喝凉 的 。 大家 饿 了 ， 多 要点 肉 我 感觉 理所应当 ， 毕竟 我们 是 吃饭 来 的 ， 服务员 给 肉 和 斗气 一样 ！ 干嘛 呀 ！ 欠 你们 钱 吗 ？ 和 你们 大家 的 又 不是 我们 。 难道 我们 没闹 就 活该 是 这种 待遇 。 真的 是 生意 好 了 ！ 不在乎 客服 服务 ！ 太 垃圾 ！ 最后 一次 来 了 ！ 希望 他 尽快 倒闭 吧 ！
这 是 我 吃 过 的 最差 的 一家 饭馆 了 ， 没有 之一 ！ 就 因为 看到 点评 说好 ， 排队 半个 多 小时 等位 ， 很 期待 。 但是 ， 结果 令 我 大失所望 ！ 菜品 很差 ， 味道 咸 ， 口味重 ， 赶不上 一般 的 餐馆 。 点 了 5 个 菜 ， 居然 一个 小时 还 没有 上齐 ， 最后 一个 菜 再三 询问 才 被 告知 还 没 做 ， 无奈 愤然 退 了 。 结帐 的 时候 才 知道 ， 一共 三个 楼层 ， 小 20 桌 的 餐厅 ， 居然 只有 一个 厨师 ！ 你们 没有 能力 做饭 早说 呀 ！ 耽误 我们 两个 小时 时间 ！ 我 还 带 了 父母 ， 弄 得 很 不好 。 真不知道 这些 好评 都 是 怎么 来 的 ！ ！ ！,0,这 ,是 我 吃 过 的 最差 的 一家 饭馆 了 ， 没有 之一 ！ 就 因为 看到 点评 说好 ， 排队 半个 多 小时 等位 ， 很 期待 。 但是 ， 结果 令 我 大失所望 ！ 菜品 很差 ， 味道 咸 ， 口味重 ， 赶不上 一般 的 餐馆 。 点 了 5 个 菜 ， 居然 一个 小时 还 没有 上齐 ， 最后 一个 菜 再三 询问 才 被 告知 还 没 做 ， 无奈 愤然 退 了 。 结帐 的 时候 才 知道 ， 一共 三个 楼层 ， 小 20 桌 的 餐厅 ， 居然 只有 一个 厨师 ！ 你们 没有 能力 做饭 早说 呀 ！ 耽误 我们 两个 小时 时间 ！ 我 还 带 了 父母 ， 弄 得 很 不好 。 真不知道 这些 好评 都 是 怎么 来 的 ！ ！ ！
服务 太 到位 了 ， 环境 优雅 ， 但是 感觉 不是 地道 的 天津 菜 。,1,服务 ,太 到位 了 ， 环境 优雅 ， 但是 感觉 不是 地道 的 天津 菜 。
